StartDate,EndDate,Status,Progress,Duration_inSeconds_,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q1_4_TEXT,Q5,Q9_1,Q8,Q10,Q11,Q11_6_TEXT,Q12,Q14,Q15,Q16,Q17_1,Q17_2,Q17_3,Q18,Q19,Q20_1,Q20_2,Q20_3,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q21_13,Q21_14,Q21_15,Q21_16,Q21_17,Q21_18,Q21_19,Q21_20,Q21_21,Q21_22,Q21_23,Q21_24,Q21_25,Q21_26,Q21_27,Q21_28,Q21_29,Q21_30,Q21_31,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,id,clinical,actEng,perAbi,musTra,sinAbi,emo,gen,probeACC,totalBias,resConsis_subj,resConsis_cdf,percResp_1,percResp_2,percResp_3,percResp_4,percResp_5,percResp_6,percResp_7,percResp_8,percResp_9,percResp_10
29-Apr-2021 10:19:32,29-Apr-2021 10:28:11,0,100,519,1,29-Apr-2021 10:28:12,R_0pmpeY4ZueVKdsl,anonymous,EN,1,,20,4,"the music is either really slow and smooth or heavy and fast, but the speech is more likely to be a combination of both.",1,1,,2,Chinese,English,,100,65,,13,,85,44,,5,5,4,4,6,5,5,5,2,5,3,6,4,3,4,6,5,6,5,5,4,5,3,4,5,4,3,5,3,4,7,6,5,5,3,7,1,3,"violin",41120,0,39,46,32,27,34,78,1,0.563333333333333,0.62,0.997738747581525,1.16666666666667,1.3,1.7,1.66666666666667,1.8,1.76666666666667,1.6,1.56666666666667,1.56666666666667,1.5
29-Apr-2021 16:47:02,29-Apr-2021 16:49:54,0,100,172,1,29-Apr-2021 16:49:55,R_1pmrx9FrrskOONp,anonymous,EN,2,,20,5,"the beats and flow",1,2,,1,Chinese,English,,81,95,,1,,50,81,,7,7,1,3,7,7,7,7,6,4,4,5,1,4,4,4,5,2,5,3,5,4,4,4,6,4,4,4,5,5,4,1,3,2,1,1,2,2,"Drum Set",40957,0,34,44,16,29,25,68,1,0.346666666666667,0.56,0.655039243597321,1.16666666666667,1.5,1.46666666666667,1.3,1.5,1.36666666666667,1.33333333333333,1.23333333333333,1.33333333333333,1.26666666666667
29-Apr-2021 18:54:20,29-Apr-2021 18:57:18,0,100,178,1,29-Apr-2021 18:57:18,R_2qdZOLtIbFlC1uT,anonymous,EN,2,,21,4,"I tried to listen to the rhythm of the noise to discern if it sounded more like people or music.",1,1,,2,English,,,100,NaN,,NaN,,100,NaN,,5,6,5,3,5,5,2,5,1,1,3,5,3,5,5,5,6,5,5,6,3,3,6,5,3,5,6,5,5,2,7,1,2,1,1,4,1,3,"Guitar",38536,0,39,40,14,20,36,59,1,0.51,0.513333333333333,0.656581206945979,1.53333333333333,1.56666666666667,1.53333333333333,1.43333333333333,1.53333333333333,1.4,1.5,1.6,1.5,1.5
30-Apr-2021 03:18:16,30-Apr-2021 03:23:11,0,100,295,1,30-Apr-2021 03:23:11,R_1ImXwNnfTuNengl,anonymous,EN,2,,22,4,"Whether it had patterns of speech, or was more mathematical/melodical. It was very difficult however, some I was completely confused on.",1,2,,2,English,,,100,NaN,,NaN,,100,NaN,,3,6,2,1,6,6,7,3,5,2,1,3,2,1,5,5,6,6,3,3,5,6,3,2,6,5,2,6,3,3,3,6,4,1,4,5,2,2,"Percussion, either band or drum set",40619,0,27,50,34,20,23,65,1,0.486666666666667,0.52,0.713149244260649,1.26666666666667,1.36666666666667,1.53333333333333,1.56666666666667,1.56666666666667,1.63333333333333,1.63333333333333,1.5,1.4,1.4
30-Apr-2021 14:41:26,30-Apr-2021 14:48:32,0,100,426,1,30-Apr-2021 14:48:32,R_ZgJ31l6xDZgALWF,anonymous,EN,2,,23,2,"If the sound was smooth (i.e. without pauses), I usually chose music. If I could discriminate a rhythm, I also chose music. Otherwise, I chose speech.",1,1,,2,English,Portuguese,Spanish,100,100,40,2,12,60,35,5,3,3,1,6,7,7,5,5,2,5,3,5,1,3,4,7,2,7,6,5,4,6,2,4,3,5,4,6,5,3,6,5,3,1,1,4,1,3,"voice",30280,0,31,55,23,35,33,79,0.916666666666667,0.476666666666667,0.566666666666667,0.954469251538833,1.1,1.13333333333333,1.16666666666667,1.4,1.56666666666667,1.56666666666667,1.73333333333333,1.66666666666667,1.63333333333333,1.8
30-Apr-2021 15:33:56,30-Apr-2021 16:36:20,0,100,3743,1,30-Apr-2021 16:36:20,R_232JAJrI3yZTf8N,anonymous,EN,2,,19,4,"I don't have any. Maybe the frequency of the noise appearing in a period of time. The more it appears, the more it likely to be a speech",1,4,,2,Chinese,English,,90,65,,5,,75,25,,6,6,7,7,7,7,7,5,6,7,1,7,1,1,7,7,2,7,7,6,2,7,1,7,1,7,1,7,7,7,6,7,7,4,6,6,3,4,"piano",40826,0,53,63,43,48,34,120,1,0.456666666666667,0.58,0.974586569544018,1.2,1.3,1.26666666666667,1.4,1.46666666666667,1.46666666666667,1.56666666666667,1.66666666666667,1.56666666666667,1.66666666666667
30-Apr-2021 16:33:53,30-Apr-2021 16:39:22,0,100,328,1,30-Apr-2021 16:39:22,R_uzgtNcXW4XLFuI9,anonymous,EN,1,,20,5,"The time intervals",1,2,,2,English,,,100,NaN,,NaN,,100,NaN,,7,7,4,3,6,7,7,7,2,5,6,7,3,2,6,6,3,7,7,7,5,7,5,7,7,7,4,7,5,3,7,5,5,1,6,5,2,4,"Piano",40792,0,46,51,33,29,40,89,0.916666666666667,0.426666666666667,0.493333333333333,0.364847012183068,1.2,1.4,1.63333333333333,1.4,1.46666666666667,1.3,1.3,1.46666666666667,1.6,1.5
30-Apr-2021 17:56:45,30-Apr-2021 18:00:03,0,100,197,1,30-Apr-2021 18:00:03,R_1KfGgpKSXJV3jfZ,anonymous,EN,1,,20,4,"",1,4,,2,Chinese,English,Japanese,100,64,51,3,15,37,50,20,3,5,3,6,7,3,7,5,2,6,4,6,3,6,5,6,6,4,5,3,6,6,6,5,5,2,6,5,5,5,6,6,6,1,5,7,2,4,"piano",40162,0,33,39,30,34,31,76,1,0.456666666666667,0.5,0.495794507034638,1.36666666666667,1.3,1.43333333333333,1.53333333333333,1.36666666666667,1.56666666666667,1.56666666666667,1.4,1.43333333333333,1.6
30-Apr-2021 18:43:07,30-Apr-2021 18:51:45,0,100,517,1,30-Apr-2021 18:51:45,R_2ClFg2gs44qdtaQ,anonymous,EN,2,,20,4,"it was generally pretty difficult to discern the sounds as speech or music.",1,1,,1,english,spanish,,100,80,,2,,90,10,,5,7,5,5,2,7,7,7,1,5,5,5,3,1,7,7,3,7,7,7,4,7,3,7,5,5,1,7,5,5,7,6,4,1,6,6,3,6,"guitar",37463,0,49,46,39,35,42,98,1,0.503333333333333,0.5,0.532302457387449,1.53333333333333,1.56666666666667,1.6,1.7,1.46666666666667,1.6,1.46666666666667,1.36666666666667,1.43333333333333,1.3
01-May-2021 04:13:09,01-May-2021 04:20:07,0,100,418,1,01-May-2021 04:20:07,R_1jCB5gZOpPQhXDV,anonymous,EN,1,,19,3,"At first, I thought some of the faster sounds had a beat to them, so I used that. Later on, though, that beat sounded more like talking, and the ""music"" became longer stretches of sound rather than sudden instances.",1,4,,1,Spanish,English,,45,92,,6,,41,100,,6,6,3,1,5,5,1,4,1,3,1,4,1,7,5,7,4,7,4,7,3,6,1,7,5,7,6,6,5,3,7,2,2,1,1,1,1,7,"Percussion",40738,0,44,55,10,20,38,61,1,0.61,0.673333333333333,0.999923216747844,1.06666666666667,1.4,1.43333333333333,1.6,1.9,1.6,1.9,1.76666666666667,1.8,1.63333333333333
01-May-2021 10:25:15,01-May-2021 10:31:42,0,100,387,1,01-May-2021 10:31:42,R_2rx9I1noMGt3aYU,anonymous,EN,1,,20,4,"whenever I hear a sound was being dragged too long, it would be a music",1,4,,3,chinese,english,,100,93,,4,,93,83,,6,6,6,6,7,7,6,7,7,7,1,7,1,1,7,7,7,7,7,7,2,7,1,7,2,7,6,7,7,7,7,6,4,7,3,5,1,7,"voice",41169,0,60,63,28,40,35,100,0.916666666666667,0.52,0.786666666666667,0.999999999999865,1,1,1.13333333333333,1.23333333333333,1.53333333333333,1.73333333333333,1.93333333333333,1.83333333333333,1.9,1.9
01-May-2021 19:42:56,01-May-2021 19:46:56,0,100,239,1,01-May-2021 19:46:56,R_2zBJyboFQrRUzvT,anonymous,EN,1,,19,5,"The amount the noise dropped",1,6,airpods,1,English,Hindi,,100,92,,1,,100,57,,1,3,2,6,5,6,3,4,3,6,5,3,3,5,5,4,4,2,3,5,7,2,7,2,2,5,7,3,3,3,4,2,3,1,3,3,1,3,"Guitar",39656,0,22,32,16,31,24,55,1,0.496666666666667,0.526666666666667,0.768559184668855,1.2,1.66666666666667,1.43333333333333,1.5,1.66666666666667,1.43333333333333,1.43333333333333,1.36666666666667,1.63333333333333,1.63333333333333
01-May-2021 21:34:15,01-May-2021 21:38:19,0,100,244,1,01-May-2021 21:38:19,R_2V45uNTzpmrpZVy,anonymous,EN,2,,21,3,"I thought if music as quick beats where speech naturally flows and doesn't fit within the frame.",1,1,,1,english,chinese,,100,30,,13,,100,20,,2,4,2,4,6,7,3,2,3,3,7,3,2,7,5,6,3,5,5,3,3,4,6,5,3,3,7,5,2,3,3,1,1,1,1,1,1,3,"piano",36091,0,30,37,7,25,26,51,1,0.366666666666667,0.586666666666667,0.909736208065068,1.53333333333333,1.23333333333333,1.46666666666667,1.63333333333333,1.46666666666667,1.43333333333333,1.3,1.2,1.23333333333333,1.16666666666667
01-May-2021 21:33:24,01-May-2021 21:43:00,0,100,576,1,01-May-2021 21:43:00,R_2D1xqE26biPcX9M,anonymous,EN,2,,19,5,"Mostly rhythm, but it also helps if the final part of the static was ""tonic note""-y",1,1,,2,English,Gujarati,Spanish,100,67,80,4,12,97,3,,5,5,5,5,3,3,5,6,1,6,2,5,3,4,5,6,3,5,4,5,5,5,3,3,3,5,5,5,5,3,6,3,6,2,2,1,1,3,"My voice (specifically for musicals)",40435,0,37,42,20,34,33,80,1,0.25,0.66,0.833817655910811,1.36666666666667,1.36666666666667,1.33333333333333,1.36666666666667,1.13333333333333,1.16666666666667,1.26666666666667,1.16666666666667,1.1,1.23333333333333
01-May-2021 23:26:49,01-May-2021 23:31:32,0,100,282,1,01-May-2021 23:31:32,R_1F5vBZVPIobkYk8,anonymous,EN,1,,18,4,"If there were elongated sounds, or too fast choppy sounds, i decided it would be music, because actual speech wouldn't take that long or be that fast?",1,1,,2,English,,,100,NaN,,NaN,,100,NaN,,6,4,5,6,6,6,7,5,2,7,3,6,2,2,6,7,1,6,5,6,1,6,2,7,5,3,1,6,5,3,7,7,6,3,7,7,2,7,"Piano",39481,0,52,50,42,38,35,104,1,0.4,0.586666666666667,0.957286715998445,1.1,1.06666666666667,1.2,1.4,1.6,1.56666666666667,1.63333333333333,1.6,1.4,1.43333333333333
02-May-2021 01:23:29,02-May-2021 01:38:39,0,100,909,1,02-May-2021 01:38:39,R_1FDRmwu7pFbGqVX,anonymous,EN,1,,21,4,"If the beats and pitches are relatively stable, it resembles music more. Otherwise, it resembles speech more.",1,1,,2,Mandarin,English,,100,85,,6,,60,40,,3,5,4,4,5,6,6,4,2,6,5,6,3,3,4,5,2,5,4,5,5,7,2,3,4,3,6,4,6,5,7,5,3,1,3,5,1,2,"piano",41078,0,28,46,24,37,32,78,1,0.51,0.58,0.979323143105149,1.13333333333333,1.2,1.26666666666667,1.36666666666667,1.53333333333333,1.56666666666667,1.8,1.73333333333333,1.8,1.7
02-May-2021 02:47:24,02-May-2021 02:57:14,0,100,589,1,02-May-2021 02:57:14,R_22nSTErWwfAobDa,anonymous,EN,1,,22,4,"For some instances it was really difficult to choose whether it was music or speech",1,4,,3,English,Spanish,,90,70,,4,,80,40,,5,5,1,3,5,4,7,7,2,5,4,5,3,1,5,6,2,5,5,7,5,5,3,5,4,3,3,5,5,3,7,7,5,1,2,3,1,3,"voice",40248,0,35,41,30,33,36,86,1,0.466666666666667,0.6,0.99351387997313,1.83333333333333,1.76666666666667,1.83333333333333,1.43333333333333,1.4,1.46666666666667,1.36666666666667,1.13333333333333,1.3,1.13333333333333
02-May-2021 10:50:51,02-May-2021 10:54:40,0,100,229,1,02-May-2021 10:54:41,R_2UXDTRznc5kYoAO,anonymous,EN,2,,22,3,"the pace and the interval",1,1,,2,Chinese,English,Cantonese,100,86,53,6,18,71,30,3,5,5,4,5,6,6,6,4,4,6,5,6,3,3,5,6,3,5,6,6,3,5,5,5,6,4,7,6,5,5,6,1,1,4,1,1,1,4,"voice",40612,0,42,43,11,34,33,72,1,0.71,0.66,0.970285672820943,1.36666666666667,1.53333333333333,1.6,1.66666666666667,1.9,1.8,1.8,1.8,1.8,1.83333333333333
02-May-2021 10:56:59,02-May-2021 11:10:22,0,100,802,1,02-May-2021 11:10:22,R_2dXhQKha6wKKfZZ,anonymous,EN,1,,20,4,"How fluent?/how long?",1,3,,2,Chinese,English,Spanish,100,83,56,5,17,100,51,0,5,5,2,1,6,5,7,4,2,2,2,6,1,1,6,4,4,5,4,5,5,6,2,4,4,4,4,3,5,3,5,7,2,1,7,7,2,1,"piano",40255,0,29,51,36,26,29,78,1,0.743333333333333,0.793333333333333,0.999998665267698,1.13333333333333,1.33333333333333,1.46666666666667,1.86666666666667,1.83333333333333,1.96666666666667,1.93333333333333,2,1.93333333333333,1.96666666666667
02-May-2021 12:34:48,02-May-2021 12:40:46,0,100,357,1,02-May-2021 12:40:47,R_2ZOkhuZPxSz4A3f,anonymous,EN,1,,19,2,"the smoothness of the sound",1,1,,3,chinese,english,,91,82,,4,,100,10,,4,5,3,5,3,4,5,5,3,4,4,4,4,4,3,5,4,4,4,4,5,4,5,4,6,4,5,4,3,3,6,4,5,1,3,4,2,2,"piano, saxophone",40301,0,29,34,25,26,29,66,1,0.48,0.573333333333333,0.968628193059577,1.2,1.26666666666667,1.2,1.3,1.46666666666667,1.46666666666667,1.7,1.66666666666667,1.76666666666667,1.76666666666667
02-May-2021 19:57:28,02-May-2021 20:02:43,0,100,315,1,02-May-2021 20:02:43,R_9mKynX4krTVceOd,anonymous,EN,2,,21,3,"the gap between noise",1,2,,2,chinese,english,,100,83,,10,,81,19,,6,5,4,3,5,6,5,4,2,4,3,3,2,2,5,5,4,4,5,6,5,6,5,3,5,5,4,5,5,4,6,1,3,2,1,1,1,1,"",40744,0,33,43,17,28,33,68,1,0.473333333333333,0.76,0.9999999999763,1.03333333333333,1.06666666666667,1.13333333333333,1.23333333333333,1.36666666666667,1.66666666666667,1.76666666666667,1.76666666666667,1.86666666666667,1.83333333333333
02-May-2021 21:18:54,02-May-2021 21:26:26,0,100,451,1,02-May-2021 21:26:26,R_2V2CRrVJJZFWqN9,anonymous,EN,4,Non binary,21,4,"I assumed the sounds that were more rhythmic were music and the sounds that were more random rhythmically were speech.",1,1,,1,English,,,100,NaN,,NaN,,100,NaN,,7,6,6,6,5,7,6,6,1,7,2,6,2,1,6,6,2,6,5,6,3,6,2,7,3,6,1,7,5,4,6,6,6,1,3,5,2,7,"Voice",41177,0,52,54,36,39,36,106,1,0.516666666666667,0.606666666666667,0.996431627669619,1.1,1.26666666666667,1.43333333333333,1.73333333333333,1.76666666666667,1.43333333333333,1.56666666666667,1.7,1.7,1.46666666666667
02-May-2021 21:58:26,02-May-2021 22:02:47,0,100,260,1,02-May-2021 22:02:47,R_1eF5VMVqdnf2gox,anonymous,EN,2,,18,4,"I was mainly trying to differ in the frequency of the movements as well as whether the sounds where of more static or clear quality and was attributing the more static sounds to the modulation of someone's voice and speech.",1,4,,1,English,Korean,French,100,67,43,5,12,90,39,4,4,5,3,3,2,5,3,4,3,2,5,3,3,4,3,5,5,4,4,3,5,3,5,3,5,4,3,3,5,5,5,6,4,1,7,6,2,4,"Violin",40948,0,28,32,34,24,27,63,1,0.556666666666667,0.58,0.970465223269345,1.06666666666667,1.26666666666667,1.4,1.63333333333333,1.6,1.66666666666667,1.73333333333333,1.8,1.7,1.7
02-May-2021 21:59:41,02-May-2021 22:09:26,0,100,585,1,02-May-2021 22:09:27,R_qxdppBZoIahATst,anonymous,EN,1,,18,5,"I feel that the noise that sounds continuous or with pattern is more likely to be music",1,4,,2,Chinese,English,,100,90,,2,,50,50,,5,3,4,3,6,5,5,4,2,4,4,5,2,3,4,5,4,5,5,5,4,3,5,5,5,3,5,5,5,3,5,5,3,1,2,4,2,3,"piano",38905,0,35,40,24,27,29,73,1,0.423333333333333,0.713333333333333,0.999999838818611,1.03333333333333,1.13333333333333,1.16666666666667,1.3,1.33333333333333,1.5,1.63333333333333,1.76666666666667,1.73333333333333,1.63333333333333
02-May-2021 22:45:18,02-May-2021 22:49:23,0,100,244,1,02-May-2021 22:49:23,R_1oj0xRutEfG8PM5,anonymous,EN,2,,19,2,"smooth sounds, music; choppy sounds, speech",1,4,,2,English,Spanish,,100,45,,7,,100,16,,6,6,3,4,5,6,6,6,2,5,2,5,2,2,6,7,5,6,5,6,4,6,3,5,7,5,2,6,6,5,7,7,5,1,6,7,3,5,"Piano",38375,0,42,50,40,30,37,87,1,0.506666666666667,0.626666666666667,0.999309854202229,1.03333333333333,1.3,1.33333333333333,1.33333333333333,1.56666666666667,1.66666666666667,1.76666666666667,1.66666666666667,1.7,1.7
03-May-2021 03:42:47,03-May-2021 03:45:37,0,100,169,1,03-May-2021 03:45:37,R_3kjRePeiB93tDMU,anonymous,EN,2,,20,3,"ryhthm",1,2,,2,chinese,english,korean,100,90,50,6,7,100,50,20,4,4,4,4,5,5,5,5,4,3,3,4,5,4,5,5,5,3,3,4,5,5,5,5,4,4,4,4,3,4,5,7,3,3,7,7,2,4,"guitar",41180,0,37,37,34,26,25,70,1,0.353333333333333,0.586666666666667,0.876161617599668,1.33333333333333,1.53333333333333,1.46666666666667,1.53333333333333,1.43333333333333,1.46666666666667,1.13333333333333,1.3,1.16666666666667,1.16666666666667
03-May-2021 19:51:11,03-May-2021 19:54:28,0,100,197,1,03-May-2021 19:54:29,R_V3atQc3u5x0uiRz,anonymous,EN,2,,23,5,"The rhythm of the static",1,4,,1,English,Chinese,,100,40,,3,,100,NaN,,1,1,1,1,7,6,5,5,1,5,4,4,4,3,6,7,1,6,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,1,1,3,"whistling",34830,0,29,43,18,30,27,66,0.916666666666667,0.473333333333333,0.466666666666667,0.220786221483095,1.33333333333333,1.53333333333333,1.43333333333333,1.53333333333333,1.46666666666667,1.53333333333333,1.46666666666667,1.4,1.56666666666667,1.46666666666667
03-May-2021 21:22:31,03-May-2021 21:25:16,0,100,165,1,03-May-2021 21:25:16,R_3nuriM3QzGEaV7i,anonymous,EN,1,,20,4,"the beats",1,2,,2,english,hindi,,100,60,,NaN,,100,NaN,,7,5,1,1,6,7,4,4,1,5,3,5,3,1,5,5,5,6,6,6,7,5,1,7,7,7,3,7,6,1,7,6,6,1,7,7,1,7,"trumpet",41183,0,40,53,39,21,36,83,1,0.346666666666667,0.626666666666667,0.979993276451454,1.3,1.4,1.3,1.36666666666667,1.3,1.26666666666667,1.43333333333333,1.53333333333333,1.23333333333333,1.33333333333333
03-May-2021 22:08:10,03-May-2021 22:16:49,0,100,518,1,03-May-2021 22:16:49,R_3fZzsQfeuotXyaK,anonymous,EN,2,,19,4,"The fluidity of the sounds along with the pitches that come with it.",1,3,,2,Spanish,English,,90,96,,9,,40,95,,6,6,3,4,5,5,4,6,2,3,6,6,2,5,5,6,4,6,4,6,3,5,4,5,5,6,1,6,5,6,7,3,3,5,1,1,1,5,"voice",40943,0,46,45,19,29,35,73,1,0.76,0.76,0.999610716990758,1.23333333333333,1.4,1.66666666666667,1.9,1.86666666666667,1.83333333333333,1.93333333333333,1.93333333333333,1.9,1.93333333333333
04-May-2021 14:03:55,04-May-2021 15:42:25,0,100,5909,1,04-May-2021 15:42:25,R_bPzkS2pun4uLLt7,anonymous,EN,2,,21,5,"the spacing of the noise and the rhythmic nature of some of the sounds. But mostly just my gut instinct",1,4,,2,Spanish,English,French,100,100,30,1,15,50,50,0,2,1,1,1,4,3,4,6,4,2,3,5,2,6,4,5,3,4,4,4,5,5,4,3,5,5,1,5,3,3,5,2,2,1,1,3,1,6,"guitar",37309,0,31,41,18,21,23,55,0.916666666666667,0.443333333333333,0.686666666666667,0.999997379644598,1,1.03333333333333,1.3,1.36666666666667,1.4,1.56666666666667,1.63333333333333,1.63333333333333,1.76666666666667,1.73333333333333
04-May-2021 20:43:21,04-May-2021 20:48:42,0,100,321,1,04-May-2021 20:48:42,R_2Pb9PpyrKxhWAea,anonymous,EN,2,,23,5,"Trying to find tempos/beats and length of flow",1,1,,1,Chinese,English,Japanese,100,95,50,10,18,50,40,10,5,5,3,5,6,7,7,2,2,7,1,6,1,4,6,6,1,6,6,7,4,7,2,6,3,7,6,6,7,6,7,5,5,1,1,5,2,6,"Piano",41110,0,39,59,24,44,37,94,1,0.493333333333333,0.573333333333333,0.969837928166089,1.06666666666667,1.2,1.4,1.53333333333333,1.5,1.53333333333333,1.6,1.73333333333333,1.8,1.56666666666667
05-May-2021 00:27:55,05-May-2021 00:32:02,0,100,246,1,05-May-2021 00:32:02,R_3lxnpFE82SFQJHL,anonymous,EN,2,,21,4,"If it was a long or rhythmic beat, I would choose music, but if the tone was either constantly up and down or seemed like speech, I would choose speech.",1,2,,2,English,Punjabi,,100,28,,1,,90,10,,3,5,1,2,6,6,7,5,1,6,3,6,3,1,4,6,4,7,5,6,5,5,3,3,3,5,5,6,5,3,6,6,3,1,5,5,1,4,"Drums",39771,0,30,50,30,32,35,76,1,0.526666666666667,0.6,0.993861597704138,1.4,1.4,1.63333333333333,1.5,1.6,1.5,1.56666666666667,1.56666666666667,1.46666666666667,1.63333333333333
05-May-2021 11:38:17,05-May-2021 11:41:24,0,100,187,1,05-May-2021 11:41:25,R_vTQutLx2oXGhHW1,anonymous,EN,2,,19,1,"If the sound was dragged on then it was music, if the sound was played in incremental pauses, it was a speech",1,1,,1,English,,,100,NaN,,NaN,,100,NaN,,7,6,5,6,6,5,6,6,6,6,4,7,7,4,7,6,7,7,7,7,6,6,6,5,4,7,7,7,7,7,7,1,1,1,1,1,1,7,"",40938,0,47,45,10,37,35,78,1,0.236666666666667,0.673333333333333,0.833425825689593,1.2,1.16666666666667,1.13333333333333,1.23333333333333,1.3,1.33333333333333,1.26666666666667,1.3,1.3,1.13333333333333
05-May-2021 12:24:09,05-May-2021 12:30:22,0,100,372,1,05-May-2021 12:30:22,R_OdRK4iIrIihXnQ5,anonymous,EN,2,,19,4,"I would listen for pauses to judge whether its speech or music which seemed much flowier.",1,4,,2,English,,,100,NaN,,NaN,,NaN,NaN,,7,6,7,6,7,7,7,6,2,5,2,7,2,2,7,7,1,7,7,7,5,7,3,7,7,6,7,6,7,6,6,2,7,2,3,4,6,6,"Guitar",40994,0,51,58,29,39,39,102,0.916666666666667,0.6,0.533333333333333,0.658169523746603,1.23333333333333,1.66666666666667,1.43333333333333,1.7,1.63333333333333,1.76666666666667,1.63333333333333,1.8,1.63333333333333,1.5
05-May-2021 16:38:17,05-May-2021 16:42:24,0,100,247,1,05-May-2021 16:42:24,R_1P6tG4omcFqQd02,anonymous,EN,2,,20,5,"trying to identify patterns or rythms",1,4,,1,german,english,spanish,100,100,66,3,6,5,95,,5,6,3,2,6,7,7,7,2,6,5,7,3,2,6,7,4,6,7,7,4,5,6,6,6,7,6,6,5,3,7,5,5,1,6,5,2,6,"trumpet",40201,0,44,48,31,29,40,82,0.916666666666667,0.55,0.593333333333333,0.987829334815609,1.46666666666667,1.46666666666667,1.6,1.4,1.46666666666667,1.63333333333333,1.6,1.63333333333333,1.7,1.53333333333333
05-May-2021 17:38:18,05-May-2021 17:43:46,0,100,328,1,05-May-2021 17:43:47,R_28O4sLSuVWUnHJf,anonymous,EN,1,,18,4,"If there was a rhytmn or if the sounds kind of were slow I would think they were musical sounds. If I could imagine that the sound was a dialogue I thought of it as a speech.",1,4,,2,Korean,English,,70,100,,7,,40,100,,5,2,2,5,5,7,5,7,3,2,3,5,3,5,6,6,3,5,4,5,3,5,5,5,6,6,4,5,3,5,5,3,3,1,1,1,2,5,"Guitar",40858,0,41,46,17,27,27,67,1,0.58,0.613333333333333,0.994718436321861,1.26666666666667,1.36666666666667,1.36666666666667,1.53333333333333,1.6,1.7,1.7,1.83333333333333,1.76666666666667,1.66666666666667
06-May-2021 02:55:30,06-May-2021 03:04:40,0,100,549,1,06-May-2021 03:04:40,R_3MGtbZcgADR2Qiv,anonymous,EN,1,,23,3,"If there are a lot of spikes (breaking up) and lacks repetition, I put in speech.",1,2,,1,Mandarin,English,Korean,100,92,73,10,15,50,50,,4,6,4,6,4,4,4,5,2,4,5,3,5,4,6,7,5,4,4,6,2,5,4,3,6,5,7,6,5,2,6,2,5,1,1,5,2,2,"voice, piano",38778,0,37,35,20,26,35,66,1,0.51,0.726666666666667,0.999999995080773,1,1.1,1.2,1.43333333333333,1.53333333333333,1.56666666666667,1.7,1.9,1.8,1.86666666666667
06-May-2021 13:54:03,06-May-2021 13:58:33,0,100,270,1,06-May-2021 13:58:33,R_2v05rDAeKPx7wOe,anonymous,EN,1,,19,4,"rhythm",1,2,,2,Chinese,English,,94,60,,8,,84,21,,4,5,3,6,6,6,4,4,4,6,3,6,6,6,4,5,5,5,5,5,4,5,5,5,5,3,4,4,3,3,4,2,3,4,1,1,1,2,"",41204,0,34,41,14,28,28,67,0.916666666666667,0.366666666666667,0.493333333333333,0.169757421719909,1.2,1.33333333333333,1.4,1.5,1.53333333333333,1.5,1.56666666666667,1.3,1.23333333333333,1.1
06-May-2021 19:54:54,06-May-2021 19:58:37,0,100,222,1,06-May-2021 19:58:37,R_UQNfCo83i2GPplL,anonymous,EN,1,,18,2,"If the noise was more fluid and not static or abrupt, I judged it as music.",1,1,,2,English,,,100,NaN,,NaN,,100,NaN,,5,7,1,7,7,7,6,5,1,5,3,5,2,1,7,7,1,7,7,7,6,7,2,7,5,5,2,7,7,7,7,7,3,3,2,7,1,3,"piano",40731,0,40,55,33,42,42,97,1,0.706666666666667,0.853333333333333,0.999999999999727,1.06666666666667,1.13333333333333,1.46666666666667,1.63333333333333,1.83333333333333,1.96666666666667,2,2,2,1.96666666666667
06-May-2021 20:06:29,06-May-2021 20:11:06,0,100,277,1,06-May-2021 20:11:07,R_12li8ctcsdL1RjC,anonymous,EN,1,,20,4,"I decided sounds that lasted for longer streams were more likely to be music. Same for short beats. When I couldn't differentiate either, I decided it was speech.",1,4,,1,English,,,100,NaN,,NaN,,100,NaN,,5,5,4,3,5,5,5,4,2,4,5,5,4,3,6,6,5,5,4,5,5,5,6,5,7,4,5,5,6,5,7,6,2,1,6,5,1,2,"Violin",40140,0,35,38,28,27,33,70,1,0.49,0.606666666666667,0.996523461189588,1.06666666666667,1.2,1.23333333333333,1.16666666666667,1.53333333333333,1.76666666666667,1.63333333333333,1.83333333333333,1.73333333333333,1.73333333333333
06-May-2021 20:53:28,06-May-2021 21:02:07,0,100,519,1,06-May-2021 21:02:08,R_3M4D7ApfOeuRvmg,anonymous,EN,2,,21,3,"I tried to listen for unusually smooth gradations or abrupt pauses that might be harder for human beings to create.",1,3,,2,japanese,english,,100,100,,4,,50,50,,3,4,3,3,5,5,3,4,2,5,3,5,3,3,5,6,3,6,5,4,5,5,2,3,3,5,3,5,5,3,6,4,5,1,1,6,4,2,"drums",36501,0,29,47,30,29,31,79,1,0.48,0.653333333333333,0.999940560259621,1.03333333333333,1.13333333333333,1.26666666666667,1.43333333333333,1.5,1.56666666666667,1.73333333333333,1.9,1.63333333333333,1.6
